client_id,coach_id,need_competency_alignment,true_competence_primary,sector_match,working_style_compat,personality_sim
K02363,C0107,0.8333,0.4681,0.0,0.7542,0.895
K02363,C0073,0.8333,0.4377,1.0,0.7988,0.9123
K01988,C0003,0.75,0.4903,0.0,0.5999,0.8468
K01988,C0053,0.75,0.6641,0.0,0.5977,0.9418
K01988,C0090,0.75,0.4987,0.0,0.9366,0.9472
K02051,C0032,0.75,0.6018,0.0,0.8538,0.9333
K02051,C0095,0.75,0.7331,0.0,0.65,0.9141
K02051,C0050,1.0,0.195,0.0,0.9117,0.9618
K02265,C0032,0.8333,0.6018,0.0,0.7855,0.9726
K02265,C0021,0.6667,0.4724,0.0,0.7889,0.9116
K02265,C0003,0.6667,0.4903,0.0,0.7749,0.9446
K02377,C0072,1.0,0.5483,0.0,0.7617,0.9441
K02377,C0054,1.0,0.4997,0.0,0.8511,0.9454
K02377,C0041,1.0,0.8371,0.0,0.7782,0.8428
K01878,C0054,0.75,0.5085,0.0,0.739,0.8384
K01878,C0047,0.75,0.5552,0.0,0.3852,0.879
K01878,C0060,1.0,0.6895,0.0,0.8086,0.945
K02428,C0032,1.0,0.6018,0.0,0.737,0.8558
K02428,C0058,0.8333,0.8374,0.0,0.7346,0.9325
K02428,C0101,0.8333,0.6266,0.0,0.6991,0.9003
K01690,C0023,0.8333,0.2448,0.0,0.6916,0.9744
K01690,C0015,0.8333,0.581,0.0,0.9376,0.9083
K01690,C0075,0.8333,0.8681,1.0,0.7688,0.87
K02219,C0051,1.0,0.248,0.0,0.6989,0.931
K02219,C0029,1.0,0.2133,0.0,0.5607,0.9187
K02219,C0057,1.0,0.138,0.0,0.8493,0.9197
K02323,C0032,0.75,0.7354,0.0,0.7923,0.9899
K02323,C0070,0.75,0.4244,0.0,0.8968,0.9124
K02323,C0055,0.75,0.6411,0.0,0.7707,0.9847
K01634,C0074,1.0,0.3019,0.0,0.7066,0.861
K01634,C0094,1.0,0.3683,0.0,0.6129,0.8513
K01634,C0039,1.0,0.2504,0.0,0.8049,0.7761
K02222,C0033,1.0,0.2507,0.0,0.7766,0.9481
K02222,C0045,1.0,0.7126,0.0,0.7007,0.9297
K02222,C0056,1.0,0.567,1.0,0.4675,0.9119
K02240,C0109,0.875,0.1833,0.0,0.798,0.8793
K02240,C0075,0.875,0.2111,0.0,0.554,0.8422
K02240,C0054,0.875,0.2,0.0,0.7026,0.8598
K02187,C0054,0.5,0.5377,0.0,0.8003,0.962
K02187,C0047,0.5,0.5118,0.0,0.6721,0.9452
K02187,C0023,0.3333,0.0406,0.0,0.5908,0.9903
K01630,C0033,1.0,0.2507,0.0,0.9494,0.9003
K01630,C0056,1.0,0.567,1.0,0.7415,0.8303
K01630,C0026,1.0,0.2667,1.0,0.7845,0.8773
K02040,C0099,0.75,0.4377,0.0,0.7471,0.9431
K02040,C0017,0.75,0.3955,0.0,0.7024,0.9512
K02040,C0087,0.75,0.5538,0.0,0.6525,0.9223
K01761,C0034,1.0,0.8531,0.0,0.8148,0.9299
K01761,C0062,1.0,0.5796,0.0,0.9395,0.8503
K01761,C0072,1.0,0.4228,0.0,0.832,0.9417
K01788,C0032,1.0,0.7354,1.0,0.6899,0.9313
K01788,C0055,1.0,0.6411,0.0,0.723,0.9534
K01788,C0070,1.0,0.4244,0.0,0.6097,0.9037
K02100,C0032,1.0,0.6018,0.0,0.774,0.9402
K02100,C0018,0.75,0.3264,0.0,0.7709,0.9392
K02100,C0003,0.75,0.4903,0.0,0.574,0.9063
K02108,C0002,1.0,0.6233,0.0,0.8039,0.9527
K02108,C0081,1.0,0.6106,0.0,0.7274,0.7647
K02108,C0013,1.0,0.7336,0.0,0.7543,0.8171
K02318,C0061,0.75,0.6862,0.0,0.7166,0.8834
K02318,C0024,0.75,0.7065,0.0,0.7911,0.8127
K02318,C0054,0.5,0.1971,0.0,0.8624,0.9843
K02371,C0081,1.0,0.6119,0.0,0.7984,0.9272
K02371,C0002,1.0,0.622,0.0,0.7693,0.9778
K02371,C0013,1.0,0.8026,0.0,0.8153,0.8352
K01569,C0029,1.0,0.201,0.0,0.6637,0.9305
K01569,C0057,1.0,0.1567,0.0,0.8954,0.8605
K01569,C0079,0.5,0.7034,0.0,0.7973,0.8858
K02059,C0004,0.75,0.4518,0.0,0.8954,0.9717
K02059,C0060,1.0,0.5578,0.0,0.7611,0.8948
K02059,C0098,0.75,0.6656,0.0,0.7185,0.9299
K01671,C0007,1.0,0.6328,0.0,0.6248,0.7996
K01671,C0114,1.0,0.2468,0.0,0.7828,0.9237
K01671,C0082,1.0,0.5546,0.0,0.6898,0.9524
K01801,C0027,0.6667,0.3074,0.0,0.6296,0.9739
K01801,C0011,0.6667,0.5341,0.0,0.7154,0.9898
K01801,C0111,0.8333,0.652,0.0,0.7475,0.9241
K02063,C0054,1.0,0.4997,0.0,0.8988,0.9628
K02063,C0041,1.0,0.8371,0.0,0.724,0.9745
K02063,C0049,1.0,0.642,0.0,0.6585,0.9202
K02199,C0116,1.0,0.3323,0.0,0.7014,0.8059
K02199,C0082,0.5,0.1714,0.0,0.8649,0.9587
K02199,C0018,0.3333,0.0996,0.0,0.7046,0.9316
K01643,C0051,1.0,0.6798,1.0,0.7778,0.8885
K01643,C0055,1.0,0.5709,0.0,0.8854,0.9254
K01643,C0054,0.3333,0.1795,0.0,0.7827,0.8687
K02097,C0060,1.0,0.5958,0.0,0.7368,0.8876
K02097,C0052,1.0,0.5104,0.0,0.7685,0.9818
K02097,C0022,1.0,0.5947,0.0,0.7999,0.912
K02037,C0101,1.0,0.5686,0.0,0.6213,0.9268
K02037,C0006,1.0,0.6445,0.0,0.9279,0.8973
K02037,C0056,1.0,0.2493,0.0,0.7609,0.9437
K02410,C0006,0.8333,0.6445,0.0,0.6953,0.8983
K02410,C0101,0.8333,0.5686,0.0,0.8142,0.8333
K02410,C0069,0.8333,0.2926,0.0,0.8117,0.9359
K01712,C0039,1.0,0.2504,0.0,0.8149,0.884
K01712,C0074,1.0,0.3019,0.0,0.6879,0.8277
K01712,C0094,1.0,0.3683,0.0,0.5942,0.8957
K01914,C0111,1.0,0.6158,0.0,0.7363,0.9741
K01914,C0082,0.875,0.2087,0.0,0.6939,0.9459
K01914,C0079,0.125,0.7034,0.0,0.7815,0.9068
K02388,C0115,0.5,0.8356,0.0,0.6908,0.9696
K02388,C0054,0.75,0.5085,0.0,0.7439,0.972
K02388,C0086,0.5,0.569,0.0,0.6832,0.9407
K02071,C0108,0.6667,0.3287,0.0,0.6832,0.8789
K02071,C0110,0.6667,0.7183,0.0,0.8428,0.7589
K02071,C0010,0.6667,0.4837,0.0,0.8534,0.683
K01641,C0019,1.0,0.5798,0.0,0.5651,0.9073
K01641,C0069,1.0,0.3378,0.0,0.7402,0.9075
K01641,C0109,1.0,0.1833,0.0,0.6265,0.9842
K01756,C0054,0.3333,0.5377,0.0,0.7429,0.9971
K01756,C0027,1.0,0.2245,0.0,0.8378,0.9825
K01756,C0055,1.0,0.2287,0.0,0.8267,0.9652
K02204,C0056,0.25,0.567,0.0,0.7341,0.93
K02204,C0059,0.25,0.6274,0.0,0.7313,0.9334
K02204,C0033,0.25,0.2507,0.0,0.8246,0.8327
K01596,C0056,1.0,0.567,0.0,0.8479,0.9382
K01596,C0033,1.0,0.2507,0.0,0.8028,0.9125
K01596,C0026,1.0,0.2667,0.0,0.7628,0.9308
K01594,C0033,1.0,0.2507,0.0,0.6752,0.9801
K01594,C0056,1.0,0.567,0.0,0.8288,0.9645
K01594,C0082,1.0,0.5546,0.0,0.76,0.8285
K01917,C0079,0.8333,0.7034,0.0,0.7719,0.9953
K01917,C0016,0.8333,0.2265,1.0,0.7689,0.9765
K01917,C0065,0.8333,0.1039,1.0,0.7618,0.8659
K01850,C0081,1.0,0.6106,0.0,0.7484,0.8824
K01850,C0013,1.0,0.7336,0.0,0.7315,0.885
K01850,C0002,1.0,0.6233,1.0,0.6029,0.936
K02392,C0055,1.0,0.1492,0.0,0.778,0.9607
K02392,C0054,1.0,0.4997,0.0,0.7575,0.9454
K02392,C0057,1.0,0.1886,0.0,0.8052,0.9718
K02435,C0008,1.0,0.5669,0.0,0.906,0.9147
K02435,C0034,1.0,0.6993,0.0,0.9323,0.905
K02435,C0035,1.0,0.7568,0.0,0.5136,0.8789
K02168,C0029,1.0,0.5823,0.0,0.6063,0.9792
K02168,C0117,1.0,0.4618,0.0,0.7598,0.9526
K02168,C0057,1.0,0.3903,0.0,0.9085,0.9148
K02169,C0081,1.0,0.6119,0.0,0.8116,0.8563
K02169,C0013,1.0,0.8026,0.0,0.7297,0.8232
K02169,C0002,1.0,0.622,0.0,0.5219,0.9646
K01773,C0050,1.0,0.2738,0.0,0.7925,0.9059
K01773,C0032,1.0,0.7354,0.0,0.7733,0.8544
K01773,C0095,1.0,0.743,0.0,0.7302,0.9042
K01563,C0107,1.0,0.4681,0.0,0.7912,0.8587
K01563,C0082,1.0,0.5063,0.0,0.7803,0.8982
K01563,C0063,1.0,0.5314,0.0,0.8977,0.9403
K01676,C0060,1.0,0.5958,0.0,0.7369,0.8446
K01676,C0058,1.0,0.8374,0.0,0.669,0.9096
K01676,C0084,1.0,0.3056,0.0,0.8195,0.8729
K02195,C0027,0.875,0.3254,1.0,0.6843,0.9815
K02195,C0090,0.875,0.556,0.0,0.7471,0.8632
K02195,C0009,0.875,0.6638,1.0,0.6422,0.757
K01696,C0040,1.0,0.6094,0.0,0.7521,0.9804
K01696,C0060,1.0,0.5958,1.0,0.6698,0.6571
K01696,C0084,1.0,0.3056,0.0,0.8296,0.8558
K02290,C0054,1.0,0.5085,0.0,0.6326,0.9208
K02290,C0047,1.0,0.5552,1.0,0.4376,0.9353
K02290,C0061,0.75,0.2534,0.0,0.7128,0.9858
K02243,C0032,0.8333,0.7354,0.0,0.6194,0.9043
K02243,C0048,0.8333,0.4966,0.0,0.7965,0.9247
K02243,C0095,0.8333,0.743,0.0,0.9425,0.9567
K02162,C0116,1.0,0.4339,0.0,0.8136,0.6616
K02162,C0060,0.75,0.5958,0.0,0.6004,0.8977
K02162,C0065,0.25,0.226,0.0,0.6335,0.9545
K01631,C0098,1.0,0.751,0.0,0.5718,0.8586
K01631,C0067,1.0,0.5524,0.0,0.8646,0.7441
K01631,C0057,0.5,0.3903,0.0,0.6951,0.9339
K01648,C0034,1.0,0.6993,0.0,0.64,0.8438
K01648,C0072,1.0,0.4356,0.0,0.6891,0.9137
K01648,C0062,1.0,0.5727,0.0,0.7396,0.7516
K02395,C0054,0.75,0.5377,0.0,0.6158,0.9064
K02395,C0047,0.75,0.5118,0.0,0.7662,0.8495
K02395,C0097,0.25,0.6437,0.0,0.8716,0.9973
K02165,C0098,1.0,0.6656,0.0,0.534,0.762
K02165,C0067,1.0,0.5637,0.0,0.7272,0.8167
K02165,C0055,0.0,0.1884,0.0,0.7611,0.949
K02312,C0006,1.0,0.6843,0.0,0.5746,0.9639
K02312,C0082,1.0,0.5063,0.0,0.7192,0.9573
K02312,C0107,1.0,0.4681,0.0,0.6686,0.8342
K01665,C0019,1.0,0.5798,1.0,0.8422,0.9666
K01665,C0069,1.0,0.3378,1.0,0.7731,0.9315
K01665,C0057,0.0,0.1278,0.0,0.8209,0.9459
K02294,C0066,0.6667,0.4566,0.0,0.716,0.9336
K02294,C0087,0.6667,0.6218,0.0,0.8132,0.9201
K02294,C0099,0.6667,0.4657,1.0,0.9011,0.9391
K01733,C0008,1.0,0.5669,0.0,0.6827,0.8854
K01733,C0061,1.0,0.5596,0.0,0.7934,0.9094
K01733,C0060,1.0,0.5578,1.0,0.8512,0.781
K01561,C0119,1.0,0.4171,0.0,0.6996,0.8039
K01561,C0057,1.0,0.02,0.0,0.811,0.9633
K01561,C0083,0.5,0.3713,1.0,0.6191,0.9084
K02403,C0004,0.875,0.5342,0.0,0.6771,0.9785
K02403,C0109,0.75,0.418,0.0,0.6593,0.97
K02403,C0075,0.75,0.8681,0.0,0.8193,0.9285
K02000,C0060,1.0,0.5578,0.0,0.8565,0.9616
K02000,C0089,1.0,0.9804,0.0,0.6917,0.9399
K02000,C0106,1.0,0.813,0.0,0.7474,0.9941
K01827,C0071,0.6667,0.4341,0.0,0.8449,0.927
K01827,C0090,0.6667,0.4987,0.0,0.8384,0.9686
K01827,C0018,0.6667,0.3264,0.0,0.7257,0.9293
K02279,C0029,1.0,0.5823,0.0,0.5833,0.8622
K02279,C0027,1.0,0.3254,1.0,0.6659,0.8547
K02279,C0108,1.0,0.3466,0.0,0.8939,0.9867
K02052,C0048,1.0,0.5787,0.0,0.8795,0.9167
K02052,C0110,1.0,0.6991,0.0,0.7247,0.7116
K02052,C0065,1.0,0.3575,0.0,0.6287,0.941
K01996,C0006,1.0,0.6363,1.0,0.8255,0.9726
K01996,C0101,1.0,0.719,1.0,0.7839,0.8635
K01996,C0069,1.0,0.5489,0.0,0.8683,0.9593
K02390,C0001,1.0,0.6209,0.0,0.6258,0.9061
K02390,C0006,0.8333,0.6843,0.0,0.8642,0.8823
K02390,C0088,0.8333,0.5845,0.0,0.849,0.7696
K02062,C0060,0.75,0.6895,0.0,0.6817,0.8167
K02062,C0004,0.75,0.5342,0.0,0.8433,0.822
K02062,C0098,0.75,0.7077,0.0,0.8465,0.9306
K01565,C0097,0.875,0.6437,0.0,0.8555,0.8971
K01565,C0054,0.875,0.5377,0.0,0.6702,0.8704
K01565,C0061,1.0,0.6086,0.0,0.7358,0.9151
K01916,C0098,1.0,0.751,0.0,0.6826,0.9775
K01916,C0025,1.0,0.6046,0.0,0.6989,0.9008
K01916,C0114,1.0,0.3236,0.0,0.9393,0.9115
K02331,C0027,0.6667,0.3074,0.0,0.7398,0.8951
K02331,C0090,0.6667,0.4987,0.0,0.8051,0.9621
K02331,C0009,0.6667,0.761,0.0,0.7882,0.9156
K02246,C0029,0.6667,0.2133,0.0,0.7125,0.8388
K02246,C0054,0.6667,0.5377,0.0,0.7435,0.801
K02246,C0097,0.3333,0.6437,0.0,0.6887,0.9011
K01893,C0022,0.8333,0.5947,0.0,0.8341,0.7393
K01893,C0054,0.8333,0.2089,0.0,0.7835,0.9187
K01893,C0011,0.1667,0.5341,0.0,0.8276,0.8959
K02324,C0060,1.0,0.5578,0.0,0.7,0.9345
K02324,C0052,1.0,0.4897,0.0,0.7721,0.7924
K02324,C0050,1.0,0.241,0.0,0.6239,0.7751
K02235,C0007,1.0,0.6328,0.0,0.8214,0.8448
K02235,C0103,1.0,0.7432,0.0,0.8488,0.8829
K02235,C0056,0.8333,0.567,0.0,0.8361,0.9638
K01627,C0110,0.5,0.7183,0.0,0.73,0.9821
K01627,C0109,0.5,0.0837,0.0,0.8802,0.9492
K01627,C0004,0.5,0.2368,0.0,0.7995,0.9464
K01742,C0061,1.0,0.6086,0.0,0.7273,0.8232
K01742,C0054,0.5,0.5377,0.0,0.8495,0.9455
K01742,C0071,0.3333,0.2298,0.0,0.7664,0.9739
K02136,C0060,0.8333,0.5958,0.0,0.6549,0.8072
K02136,C0052,0.8333,0.5104,0.0,0.6897,0.8935
K02136,C0050,1.0,0.195,0.0,0.5415,0.8437
K02352,C0004,1.0,0.4518,0.0,0.8105,0.91
K02352,C0060,1.0,0.5578,0.0,0.8909,0.8731
K02352,C0068,1.0,0.6102,0.0,0.709,0.7406
K02025,C0116,1.0,0.4339,0.0,0.6174,0.8995
K02025,C0013,0.75,0.3477,0.0,0.8356,0.969
K02025,C0065,0.5,0.226,0.0,0.5897,0.9415
K02440,C0108,0.6667,0.3852,0.0,0.6496,0.9524
K02440,C0110,0.6667,0.6702,0.0,0.7556,0.8517
K02440,C0010,0.6667,0.5897,0.0,0.921,0.899
K01632,C0089,0.5,0.4212,0.0,0.6977,0.8577
K01632,C0052,1.0,0.2043,0.0,0.7733,0.9283
K01632,C0061,0.5,0.2996,0.0,0.7606,0.8391
K01865,C0060,1.0,0.6895,0.0,0.7446,0.8934
K01865,C0004,1.0,0.5342,0.0,0.7728,0.8818
K01865,C0098,1.0,0.7077,0.0,0.705,0.9276
K02122,C0048,0.8333,0.4966,0.0,0.8157,0.8729
K02122,C0032,0.8333,0.7354,0.0,0.6797,0.898
K02122,C0001,0.8333,0.6869,0.0,0.6933,0.8294
K02320,C0004,1.0,0.4518,0.0,0.7543,0.9754
K02320,C0060,1.0,0.5578,0.0,0.6135,0.9157
K02320,C0098,1.0,0.6656,0.0,0.5775,0.9627
K02057,C0060,0.8333,0.6895,0.0,0.6058,0.8183
K02057,C0040,0.6667,0.6862,0.0,0.7262,0.7744
K02057,C0058,0.6667,0.8854,0.0,0.521,0.8775
K01974,C0054,0.75,0.5377,0.0,0.7922,0.8923
K01974,C0061,1.0,0.6086,0.0,0.7942,0.9303
K01974,C0001,1.0,0.7166,0.0,0.8183,0.966
K01602,C0039,1.0,0.2504,0.0,0.6625,0.8455
K01602,C0074,1.0,0.3019,0.0,0.8401,0.7875
K01602,C0094,1.0,0.3683,0.0,0.7842,0.8523
K02106,C0119,1.0,0.4171,0.0,0.7096,0.9654
K02106,C0057,1.0,0.02,0.0,0.8217,0.9712
K02106,C0117,1.0,0.1306,0.0,0.5616,0.9838
K02282,C0060,0.75,0.5958,0.0,0.7998,0.84
K02282,C0102,0.75,0.7671,0.0,0.8119,0.9527
K02282,C0113,0.75,0.646,0.0,0.7786,0.8049
K02250,C0018,1.0,0.3264,0.0,0.5937,0.9317
K02250,C0021,1.0,0.4724,0.0,0.6204,0.8778
K02250,C0060,1.0,0.5958,0.0,0.634,0.9112
K02078,C0054,1.0,0.4997,0.0,0.8212,0.996
K02078,C0041,1.0,0.8371,0.0,0.7242,0.8592
K02078,C0022,1.0,0.6116,1.0,0.8803,0.9406
K02346,C0055,1.0,0.6411,0.0,0.9056,0.7681
K02346,C0007,1.0,0.5627,0.0,0.7689,0.7825
K02346,C0108,1.0,0.3287,0.0,0.6895,0.6922
K02083,C0110,1.0,0.7183,0.0,0.7761,0.9102
K02083,C0048,1.0,0.4966,0.0,0.774,0.9513
K02083,C0043,0.5,0.2929,1.0,0.5829,0.9822
K01981,C0013,1.0,0.7336,0.0,0.6234,0.9908
K01981,C0065,1.0,0.3575,0.0,0.6328,0.9652
K01981,C0099,1.0,0.4657,0.0,0.7387,0.9775
K02085,C0119,1.0,0.4456,0.0,0.8043,0.9151
K02085,C0029,1.0,0.5823,0.0,0.7214,0.9894
K02085,C0117,1.0,0.4618,0.0,0.5673,0.9336
K01825,C0084,0.875,0.4192,0.0,0.8999,0.9293
K01825,C0114,0.875,0.2468,0.0,0.6402,0.931
K01825,C0013,0.875,0.8026,0.0,0.7054,0.9759
K01790,C0110,0.875,0.7183,0.0,0.7257,0.9362
K01790,C0032,0.875,0.7354,0.0,0.9055,0.9665
K01790,C0001,0.875,0.6869,0.0,0.7142,0.9877
K02425,C0027,1.0,0.3254,1.0,0.9125,0.9603
K02425,C0057,1.0,0.3903,0.0,0.7016,0.9339
K02425,C0117,1.0,0.4618,0.0,0.6928,0.9398
K02066,C0054,1.0,0.4997,0.0,0.7871,0.8634
K02066,C0041,1.0,0.8371,0.0,0.8853,0.7973
K02066,C0072,1.0,0.5483,0.0,0.6715,0.8954
K01987,C0027,0.6667,0.3074,0.0,0.7982,0.8852
K01987,C0090,0.6667,0.4987,0.0,0.8309,0.7986
K01987,C0025,0.8333,0.3868,0.0,0.7005,0.9769
K02115,C0061,1.0,0.5596,0.0,0.7534,0.9056
K02115,C0004,0.3333,0.4518,0.0,0.866,0.8618
K02115,C0060,1.0,0.5578,0.0,0.7901,0.9249
K02130,C0074,1.0,0.3019,0.0,0.8128,0.9356
K02130,C0039,1.0,0.2504,0.0,0.8379,0.8727
K02130,C0094,1.0,0.3683,0.0,0.6026,0.7082
K01560,C0084,1.0,0.4192,0.0,0.6651,0.8441
K01560,C0114,0.8333,0.2468,0.0,0.9127,0.8284
K01560,C0085,0.8333,0.7735,0.0,0.7198,0.9083
K01760,C0041,0.6667,0.8371,0.0,0.924,0.8534
K01760,C0033,0.3333,0.1369,0.0,0.8094,0.8995
K01760,C0085,0.3333,0.2507,0.0,0.7292,0.9176
K02004,C0119,1.0,0.4171,0.0,0.5117,0.9733
K02004,C0043,1.0,0.5586,0.0,0.6074,0.9177
K02004,C0099,1.0,0.4657,0.0,0.8131,0.8615
K02038,C0018,0.5,0.3264,0.0,0.635,0.9218
K02038,C0040,0.6667,0.6094,0.0,0.5883,0.9723
K02038,C0021,0.5,0.4724,0.0,0.5464,0.9122
K01559,C0027,1.0,0.3254,1.0,0.7582,0.7764
K01559,C0009,1.0,0.6638,0.0,0.9093,0.8285
K01559,C0090,1.0,0.556,0.0,0.86,0.8631
K02422,C0004,1.0,0.5342,0.0,0.7296,0.8419
K02422,C0060,1.0,0.6895,0.0,0.8412,0.8112
K02422,C0098,1.0,0.7077,0.0,0.6033,0.9483
K02225,C0060,0.8333,0.5958,1.0,0.8164,0.9751
K02225,C0052,0.8333,0.5104,0.0,0.9294,0.899
K02225,C0050,1.0,0.195,0.0,0.7833,0.8812
K01642,C0056,1.0,0.567,1.0,0.7963,0.9198
K01642,C0112,1.0,0.39,0.0,0.7186,0.9687
K01642,C0033,1.0,0.2507,0.0,0.7841,0.9605
K02128,C0062,1.0,0.5727,0.0,0.8043,0.9741
K02128,C0004,1.0,0.4518,0.0,0.9363,0.8936
K02128,C0052,1.0,0.4897,0.0,0.9084,0.9738
K02164,C0099,0.6667,0.4377,0.0,0.7818,0.9776
K02164,C0066,0.6667,0.5472,0.0,0.7168,0.935
K02164,C0087,0.6667,0.5538,1.0,0.6397,0.8248
K02245,C0017,1.0,0.4955,0.0,0.8874,0.9809
K02245,C0087,1.0,0.6218,0.0,0.5434,0.9542
K02245,C0099,1.0,0.4657,0.0,0.7702,0.8676
K01585,C0007,1.0,0.6328,1.0,0.8425,0.9031
K01585,C0056,0.0,0.567,0.0,0.7464,0.938
K01585,C0114,1.0,0.2468,0.0,0.8329,0.8278
K02416,C0114,0.6667,0.1733,0.0,0.8467,0.9751
K02416,C0109,0.3333,0.418,0.0,0.744,0.9694
K02416,C0084,0.6667,0.3213,0.0,0.8101,0.8626
K01732,C0027,0.8333,0.3074,0.0,0.6708,0.9229
K01732,C0021,0.8333,0.4724,0.0,0.7471,0.9261
K01732,C0018,0.8333,0.3264,0.0,0.7995,0.9326
K02092,C0017,1.0,0.4955,0.0,0.7616,0.9592
K02092,C0043,1.0,0.5586,0.0,0.7623,0.9349
K02092,C0083,1.0,0.3713,0.0,0.6039,0.8447
K01645,C0054,0.75,0.5085,0.0,0.6102,0.9888
K01645,C0075,0.75,0.8681,0.0,0.6124,0.9524
K01645,C0086,0.75,0.569,0.0,0.8152,0.9576
K01869,C0052,1.0,0.5104,0.0,0.853,0.9084
K01869,C0060,1.0,0.5958,0.0,0.7103,0.7447
K01869,C0022,1.0,0.5947,0.0,0.6869,0.7562
K02016,C0027,1.0,0.3254,1.0,0.6273,0.9346
K02016,C0057,1.0,0.3903,0.0,0.8493,0.8354
K02016,C0029,1.0,0.5823,0.0,0.5447,0.8488
K02327,C0089,1.0,0.9804,0.0,0.4894,0.9248
K02327,C0052,1.0,0.4897,0.0,0.6859,0.9619
K02327,C0034,1.0,0.6993,0.0,0.7894,0.9363
K02298,C0074,1.0,0.3355,0.0,0.6718,0.9208
K02298,C0039,1.0,0.2408,0.0,0.7064,0.7355
K02298,C0004,0.875,0.2343,0.0,0.7339,0.9124
K02167,C0054,0.5,0.1795,0.0,0.7968,0.8927
K02167,C0029,1.0,0.5823,0.0,0.7013,0.9058
K02167,C0041,0.5,0.2452,0.0,0.7838,0.8793
K01718,C0013,1.0,0.8026,0.0,0.8321,0.9087
K01718,C0073,1.0,0.4327,0.0,0.732,0.924
K01718,C0056,1.0,0.567,0.0,0.7235,0.9015
K02005,C0110,0.8333,0.6702,0.0,0.8192,0.8559
K02005,C0108,0.8333,0.3852,0.0,0.6854,0.8182
K02005,C0010,0.8333,0.5897,0.0,0.7456,0.7214
K02073,C0114,0.8333,0.1733,0.0,0.9472,0.9626
K02073,C0084,0.8333,0.3213,0.0,0.7167,0.9455
K02073,C0075,0.5,0.8681,0.0,0.8022,0.9755
K01905,C0003,0.75,0.4903,0.0,0.8246,0.9652
K01905,C0001,1.0,0.6209,0.0,0.8296,0.9474
K01905,C0018,0.75,0.3264,0.0,0.6437,0.9265
K01759,C0025,0.8333,0.6046,0.0,0.6592,0.9754
K01759,C0119,0.8333,0.4456,0.0,0.6018,0.8136
K01759,C0098,1.0,0.751,0.0,0.6558,0.8049
K02001,C0103,1.0,0.8055,0.0,0.8377,0.8934
K02001,C0007,1.0,0.5627,0.0,0.7076,0.8492
K02001,C0044,0.8333,0.1449,0.0,0.741,0.9207
K01538,C0006,0.875,0.6363,0.0,0.848,0.8852
K01538,C0082,0.875,0.5546,0.0,0.9079,0.8463
K01538,C0073,0.875,0.4327,0.0,0.8159,0.7163
K01636,C0060,0.5,0.5958,0.0,0.7502,0.914
K01636,C0027,0.5,0.3074,0.0,0.8636,0.8989
K01636,C0011,0.5,0.5341,0.0,0.8898,0.8383
K01836,C0083,1.0,0.3713,1.0,0.7792,0.9198
K01836,C0087,1.0,0.6218,1.0,0.5498,0.8889
K01836,C0043,1.0,0.5586,0.0,0.7133,0.9781
K02192,C0054,1.0,0.4997,0.0,0.5226,0.8933
K02192,C0006,0.6667,0.2819,1.0,0.6013,0.8839
K02192,C0001,0.6667,0.1955,0.0,0.7529,0.8774
K02159,C0007,1.0,0.5627,1.0,0.78,0.8236
K02159,C0103,1.0,0.8055,1.0,0.6645,0.8746
K02159,C0056,0.75,0.1461,0.0,0.6861,0.9714
K01525,C0095,1.0,0.7331,0.0,0.6897,0.9899
K01525,C0032,1.0,0.6018,0.0,0.7216,0.978
K01525,C0001,1.0,0.6209,0.0,0.9042,0.9659
K02230,C0001,0.8333,0.7166,0.0,0.8865,0.9371
K02230,C0054,0.6667,0.5377,0.0,0.6862,0.9688
K02230,C0095,0.8333,0.3696,0.0,0.7617,0.9675
K02419,C0069,1.0,0.3378,1.0,0.8234,0.8844
K02419,C0019,1.0,0.5798,1.0,0.7027,0.8061
K02419,C0018,1.0,0.1186,0.0,0.8793,0.952
K01698,C0033,1.0,0.2507,0.0,0.7369,0.9612
K01698,C0056,1.0,0.567,0.0,0.786,0.9267
K01698,C0081,1.0,0.6119,0.0,0.8541,0.9493
K01831,C0060,1.0,0.5578,0.0,0.8446,0.9672
K01831,C0034,1.0,0.6993,0.0,0.7348,0.9436
K01831,C0106,1.0,0.813,0.0,0.8809,0.9421
K01887,C0089,1.0,0.9804,0.0,0.7055,0.9584
K01887,C0030,1.0,0.6724,0.0,0.914,0.9187
K01887,C0004,1.0,0.4518,0.0,0.7638,0.8317
K01985,C0095,1.0,0.7331,0.0,0.7899,0.8916
K01985,C0032,1.0,0.6018,0.0,0.7773,0.7759
K01985,C0050,1.0,0.195,0.0,0.821,0.7871
K01762,C0087,0.6667,0.6218,1.0,0.7242,0.8653
K01762,C0119,0.6667,0.4171,0.0,0.5781,0.949
K01762,C0017,0.6667,0.4955,0.0,0.8549,0.9187
K01923,C0050,1.0,0.2738,0.0,0.9162,0.8844
K01923,C0095,0.3333,0.743,0.0,0.6314,0.9696
K01923,C0060,0.6667,0.2525,0.0,0.6202,0.9414
K02064,C0022,1.0,0.5559,0.0,0.7666,0.9162
K02064,C0072,1.0,0.4356,0.0,0.7735,0.8282
K02064,C0054,0.1667,0.2124,0.0,0.9144,0.9627
K01813,C0074,1.0,0.3019,0.0,0.7598,0.9688
K01813,C0039,1.0,0.2504,0.0,0.7306,0.8017
K01813,C0094,1.0,0.3683,0.0,0.6661,0.7737
K02437,C0054,1.0,0.5377,0.0,0.6694,0.8541
K02437,C0047,1.0,0.5118,0.0,0.7601,0.8937
