trajectory_id,client_id,coach_id,true_fit,alliance,motivation,need_competency_alignment,true_competence_primary,personality_sim,satisfaction_true_1_10,goal_true_1_10,dropout
T00894,K01378,C0025,0.5778,0.4706,0.3998,1.0,0.5468,0.9447,5,8,False
T00895,K00759,C0088,0.8466,0.66,0.5677,1.0,0.5845,0.8799,7,7,False
T00896,K01196,C0072,0.7527,0.4988,0.4746,1.0,0.4356,0.8188,5,8,False
T00897,K00769,C0045,0.8036,0.5884,0.7728,1.0,0.7126,0.9597,6,9,False
T00898,K00822,C0034,1.0,0.5206,0.2651,1.0,0.8531,0.9097,5,7,False
T00899,K00987,C0084,0.2052,0.1133,0.6553,0.5,0.3056,0.9585,2,5,False
T00900,K00968,C0022,0.7132,0.4769,0.5398,1.0,0.6116,0.7638,7,8,False
T00901,K01156,C0088,0.404,0.1488,0.4575,0.8333,0.5845,0.833,4,7,True
T00902,K01185,C0050,0.7174,0.5892,0.6891,1.0,0.195,0.907,7,9,False
T00903,K01013,C0080,0.6994,0.6569,0.7437,1.0,0.6273,0.991,7,7,False
T00904,K01499,C0103,0.399,0.2556,0.6103,1.0,0.8055,0.8501,4,8,False
T00905,K00692,C0113,0.6604,0.6187,0.5167,0.6667,0.646,0.9012,6,7,False
T00906,K01124,C0050,0.5673,0.7993,0.6721,1.0,0.241,0.8142,7,9,False
T00907,K01343,C0117,0.7581,0.4593,0.4416,1.0,0.4618,0.9817,5,8,False
T00908,K00666,C0119,0.4347,0.4126,0.5115,0.6667,0.4171,0.8792,5,5,False
T00909,K01505,C0049,0.6163,0.5648,0.6155,1.0,0.642,0.8742,6,8,True
T00910,K00726,C0066,0.5506,0.3481,0.5809,0.5,0.5472,0.8651,4,6,False
T00911,K01091,C0077,0.7782,0.5457,0.8335,1.0,0.5528,0.9403,7,10,False
T00912,K00885,C0101,0.5697,0.3419,0.4387,1.0,0.719,0.959,5,7,False
T00913,K01261,C0039,0.4059,0.4261,0.5743,0.8333,0.2504,0.954,4,7,False
T00914,K01059,C0094,0.6102,0.5851,0.8429,1.0,0.2578,0.7763,6,8,False
T00915,K01470,C0063,0.6227,0.4113,0.4652,0.75,0.5504,0.9542,5,6,False
T00916,K00913,C0031,0.4227,0.2288,0.3626,0.5,0.1852,0.9234,5,4,False
T00917,K01229,C0092,0.2356,0.1667,0.5841,0.1667,0.48,0.9565,3,3,False
T00918,K01419,C0082,0.4025,0.4446,0.2483,0.75,0.5063,0.946,4,5,False
T00919,K01204,C0073,0.5676,0.3196,0.2486,0.875,0.4377,0.7767,4,6,True
T00920,K00899,C0058,0.8103,0.4042,0.7491,0.75,0.8854,0.9531,7,6,False
T00921,K01466,C0039,0.8635,0.5292,0.7396,1.0,0.2504,0.9472,6,9,False
T00922,K00977,C0039,0.5708,0.5003,0.7848,1.0,0.2504,0.9819,6,9,False
T00923,K00941,C0039,0.6804,0.5085,0.5358,1.0,0.2504,0.9617,7,7,False
T00924,K00679,C0084,0.3559,0.2764,0.4414,0.8333,0.4192,0.9563,3,7,False
T00925,K01166,C0085,0.9578,0.6922,0.6068,1.0,0.7735,0.8918,7,8,False
T00926,K01182,C0090,0.6341,0.5687,0.7589,0.8333,0.4987,0.9796,6,8,False
T00927,K00840,C0098,0.8745,0.3897,0.2448,1.0,0.751,0.905,5,8,False
T00928,K00825,C0050,0.6236,0.5956,0.411,1.0,0.2738,0.9127,6,9,False
T00929,K01385,C0092,0.5871,0.4645,0.4503,1.0,0.2595,0.8222,6,8,False
T00930,K01294,C0098,0.5478,0.4699,0.5764,1.0,0.751,0.9627,4,6,False
T00931,K01346,C0049,0.177,0.1814,0.2856,0.5,0.2053,0.9063,3,6,True
T00932,K00916,C0097,0.4286,0.4237,0.4377,0.5,0.3383,0.8493,5,5,False
T00933,K01278,C0047,0.5891,0.5437,0.6187,0.75,0.5552,0.8218,5,7,False
T00934,K01328,C0045,0.8426,0.7734,0.5894,0.8333,0.7126,0.9182,7,6,False
T00935,K02248,C0050,0.4495,0.3181,0.3508,1.0,0.241,0.8303,3,8,False
T00936,K01899,C0073,0.3939,0.6165,0.8927,1.0,0.4377,0.918,6,9,False
T00937,K01861,C0074,0.4729,0.3812,0.7975,0.8333,0.1651,0.9593,5,7,True
T00938,K01848,C0067,0.7867,0.4635,0.4403,1.0,0.5524,0.8043,6,8,False
T00939,K01925,C0106,0.7609,0.4764,0.3733,1.0,0.813,0.8911,5,8,True
T00940,K01734,C0107,0.6689,0.3651,0.3759,1.0,0.513,0.8868,4,8,False
T00941,K02249,C0013,0.8715,0.6447,0.5169,1.0,0.7336,0.8578,6,8,False
T00942,K01854,C0107,0.3992,0.349,0.5344,1.0,0.513,0.8328,4,8,False
T00943,K02412,C0072,0.7212,0.8192,0.7666,1.0,0.5483,0.8608,8,8,False
T00944,K01635,C0047,0.489,0.2714,0.4739,0.6667,0.5552,0.9459,3,6,False
T00945,K01772,C0017,0.5745,0.4791,0.4357,0.75,0.3955,0.8897,4,7,False
T00946,K01884,C0111,0.8658,0.9157,0.8819,1.0,0.652,0.7632,9,9,False
T00947,K01902,C0072,0.6976,0.6482,0.3983,1.0,0.4228,0.8432,7,8,True
T00948,K01592,C0024,0.5902,0.6809,0.6724,1.0,0.7644,0.8434,6,8,True
T00949,K02080,C0095,0.7451,0.5914,0.8166,0.8333,0.7331,0.9384,7,9,False
T00950,K01739,C0116,0.7177,0.6723,0.8297,1.0,0.4339,0.9141,8,9,False
T00951,K01687,C0084,0.4019,0.5321,0.725,0.8333,0.4192,0.791,5,8,False
T00952,K01590,C0074,0.6206,0.258,0.5674,1.0,0.3355,0.8388,5,9,True
T00953,K01906,C0025,0.3587,0.3198,0.3792,0.5,0.3868,0.9938,3,4,False
T00954,K02124,C0006,0.9845,0.6254,0.7337,1.0,0.6363,0.8227,8,9,False
T00955,K01926,C0120,0.5232,0.5351,0.7493,1.0,0.0415,0.949,6,8,True
T00956,K01841,C0116,0.8647,0.6166,0.4064,1.0,0.3323,0.8813,6,8,False
T00957,K01881,C0005,0.6294,0.4328,0.3728,0.8333,0.5118,0.9211,5,6,False
T00958,K02355,C0030,0.7407,0.6001,0.7533,1.0,0.6724,0.9428,6,10,False
T00959,K02254,C0090,0.5742,0.3975,0.6766,1.0,0.556,0.8513,5,9,False
T00960,K01971,C0108,0.7176,0.4928,0.4549,1.0,0.3287,0.9114,5,8,True
T00961,K01805,C0077,0.7148,0.6476,0.8911,1.0,0.5528,0.9745,6,9,True
T00962,K02335,C0081,0.5344,0.4178,0.728,0.5,0.6106,0.9776,4,6,False
T00963,K01980,C0104,0.4433,0.4496,0.468,0.625,0.5871,0.9608,4,7,True
T00964,K01583,C0073,0.9157,0.8004,0.6398,1.0,0.4327,0.9136,8,9,False
T00965,K02296,C0114,0.3879,0.4894,0.8175,0.75,0.3236,0.8624,4,7,False
T00966,K02272,C0094,0.5667,0.4692,0.6768,1.0,0.2578,0.7991,5,7,False
T00967,K01989,C0068,0.7471,0.3417,0.6176,1.0,0.6102,0.9216,5,9,False
T00968,K02120,C0011,0.5078,0.3581,0.8444,1.0,0.1274,0.9354,5,9,False
T00969,K02180,C0050,0.6599,0.5124,0.3987,1.0,0.2738,0.778,4,8,False
T00970,K02228,C0013,0.8193,0.5829,0.2933,1.0,0.8026,0.8895,5,8,False
T00971,K02032,C0050,0.7683,0.4764,0.9289,1.0,0.2738,0.9068,6,10,False
T00972,K01932,C0010,0.5422,0.4204,0.676,0.5,0.5897,0.7933,5,6,False
T00973,K02102,C0103,0.8169,0.6656,0.4015,1.0,0.7432,0.8991,5,8,False
T00974,K01524,C0116,0.5371,0.7453,0.7192,1.0,0.3323,0.7694,7,9,False
T00975,K01931,C0095,0.5214,0.5441,0.8261,0.875,0.743,0.9534,6,9,True
T00976,K01709,C0001,0.7163,0.5998,0.7582,1.0,0.7166,0.8796,7,9,False
T00977,K01856,C0103,0.8803,0.6342,0.4915,1.0,0.7432,0.9822,7,7,False
T00978,K01586,C0050,0.4366,0.4048,0.7032,1.0,0.2738,0.8356,5,8,False
T00979,K01934,C0106,0.3855,0.2304,0.314,0.0,0.813,0.9874,5,2,False
T00980,K01673,C0099,0.6392,0.4409,0.4438,1.0,0.4657,0.9771,6,7,False
T00981,K02147,C0013,0.8068,0.7142,0.7369,1.0,0.8026,0.9746,7,10,False
T00982,K02043,C0077,0.9237,0.5125,0.1295,1.0,0.5528,0.9698,6,7,False
T00983,K01964,C0074,0.7691,0.5855,0.2536,1.0,0.3019,0.9074,6,5,False
T00984,K01727,C0111,0.5283,0.373,0.5621,0.8333,0.652,0.9676,5,6,False
T00985,K02056,C0097,0.7939,0.5417,0.6385,1.0,0.2121,0.9448,6,7,False
T00986,K02276,C0047,0.3791,0.3138,0.6136,0.5,0.5118,0.9363,6,7,False
T00987,K02090,C0101,0.8147,0.5053,0.3837,0.75,0.719,0.9085,6,5,False
T00988,K01545,C0048,0.3166,0.2731,0.6902,0.5,0.2234,0.9358,5,5,False
T00989,K01886,C0033,0.5223,0.5302,0.839,1.0,0.2507,0.8786,5,9,False
T00990,K02026,C0060,0.6477,0.5124,0.4347,1.0,0.5958,0.9166,5,8,True
T00991,K01892,C0006,0.8036,0.6318,0.6534,1.0,0.6363,0.9028,8,8,False
T00992,K01593,C0099,0.4965,0.4164,0.7142,0.75,0.4377,0.8194,5,7,False
T00993,K01753,C0108,0.699,0.3769,0.5059,1.0,0.3852,0.8278,4,8,True
T00994,K01909,C0007,0.8648,0.4251,0.4384,1.0,0.6328,0.8836,4,8,False
T00995,K02364,C0085,0.8194,0.46,0.3622,1.0,0.7735,0.8863,5,6,False
T00996,K02413,C0116,0.7001,0.6248,0.7369,1.0,0.4451,0.9569,6,7,False
T00997,K01918,C0006,0.6592,0.7383,0.7047,1.0,0.6445,0.8441,7,8,False
T00998,K01743,C0066,0.4862,0.4199,0.4861,1.0,0.4566,0.9923,4,9,False
T00999,K02104,C0114,0.3847,0.5756,0.7301,1.0,0.3236,0.7755,6,9,False
T01000,K01842,C0055,0.9115,0.6622,0.5902,1.0,0.5709,0.9835,6,7,False
T01001,K02333,C0039,0.7277,0.7291,0.8121,1.0,0.2408,0.8275,8,9,False
T01002,K02155,C0053,0.7562,0.5249,0.4508,0.8333,0.6641,0.9564,5,7,False
T01003,K01611,C0001,0.6655,0.666,0.7419,0.8333,0.7166,0.9615,6,9,True
T01004,K02326,C0068,0.8676,0.5359,0.6957,1.0,0.676,0.8125,5,8,False
T01005,K01678,C0116,0.5644,0.5257,0.8883,1.0,0.4339,0.7944,6,8,False
T01006,K01882,C0058,0.9904,0.5141,0.669,0.8333,0.8854,0.9393,7,7,False
T01007,K02270,C0114,0.4066,0.5815,0.9274,1.0,0.3236,0.9551,6,10,False
T01008,K01874,C0002,0.7332,0.5144,0.9438,1.0,0.622,0.8666,6,10,False
T01009,K01601,C0036,0.7724,0.2814,0.265,0.875,0.5764,0.783,4,5,False
T01010,K02341,C0050,0.554,0.4211,0.4112,1.0,0.2738,0.9494,5,6,False
T01011,K02185,C0069,0.7482,0.5367,0.5157,1.0,0.2379,0.8496,7,8,False
T01012,K01852,C0066,0.631,0.4769,0.5137,1.0,0.4566,0.9882,4,8,False
T01013,K02137,C0083,0.614,0.4649,0.9458,1.0,0.3713,0.9619,7,8,False
T01014,K02213,C0103,0.4421,0.3971,0.7052,1.0,0.8055,0.8256,5,9,False
T01015,K01639,C0077,0.5871,0.5208,0.9762,1.0,0.5911,0.7537,6,9,True
T01016,K01855,C0009,0.3934,0.4018,0.4671,0.75,0.6638,0.6644,4,7,False
T01017,K01908,C0025,0.9244,0.6541,0.3716,0.75,0.5468,0.9053,7,6,False
T01018,K01781,C0119,0.8448,0.8879,0.8293,1.0,0.4456,0.8623,7,8,False
T01019,K01928,C0119,0.478,0.5131,0.7224,1.0,0.4171,0.9837,5,9,False
T01020,K01651,C0084,0.6639,0.4624,0.4738,0.8333,0.3213,0.7888,5,6,False
T01021,K01961,C0015,0.5299,0.4595,0.568,0.75,0.581,0.8344,4,7,False
T01022,K02264,C0068,0.625,0.5384,0.6354,0.75,0.6102,0.8573,6,6,True
T01023,K01976,C0070,0.4647,0.2521,0.618,0.6667,0.4244,0.9848,5,6,True
T01024,K02023,C0025,0.7013,0.6474,0.7242,1.0,0.6046,0.9344,6,8,False
T01025,K01612,C0094,0.5826,0.4306,0.8727,1.0,0.3683,0.8511,5,8,False
T01026,K01536,C0039,0.5945,0.4856,0.5459,1.0,0.2408,0.9503,5,10,False
T01027,K01940,C0069,0.833,0.7531,0.7274,1.0,0.5489,0.936,8,10,False
T01028,K01810,C0082,0.6676,0.3021,0.3461,1.0,0.5546,0.7424,5,9,False
T01029,K02170,C0081,0.2957,0.3832,0.8275,0.5,0.6119,0.9047,4,7,False
T01030,K01562,C0071,0.3942,0.3622,0.6118,0.5,0.2625,0.9485,4,6,True
T01031,K01620,C0114,0.7039,0.4464,0.4867,0.8333,0.1733,0.896,5,7,False
T01032,K01637,C0114,0.5661,0.5526,0.7298,1.0,0.3236,0.8938,5,10,False
T01033,K01939,C0052,0.5136,0.4123,0.5552,1.0,0.4897,0.9834,5,9,False
T01034,K01588,C0028,0.6471,0.4191,0.5108,0.8333,0.735,0.9652,6,6,False
T01035,K01555,C0013,0.2453,0.2541,0.7768,1.0,0.7336,0.8229,4,9,False
T01036,K01777,C0067,0.7671,0.5541,0.2762,1.0,0.5637,0.951,6,9,False
T01037,K02391,C0049,0.7396,0.836,0.9746,1.0,0.642,0.8779,8,10,True
T01038,K01531,C0107,0.6842,0.5462,0.6484,0.8333,0.513,0.8156,5,9,False
T01039,K01557,C0108,0.8195,0.4847,0.5229,1.0,0.3466,0.9306,5,9,False
T01040,K01839,C0001,0.4983,0.6013,0.854,1.0,0.6869,0.9028,6,9,False
T01041,K02149,C0084,0.5152,0.5789,0.8121,1.0,0.4192,0.9424,6,9,True
T01042,K02151,C0034,0.6835,0.7194,0.7899,1.0,0.6993,0.9764,7,7,True
T01043,K01711,C0018,0.5275,0.1659,0.5361,0.875,0.3264,0.9325,3,7,False
T01044,K02121,C0072,0.4675,0.6575,0.8008,1.0,0.4356,0.97,6,9,False
T01045,K01638,C0099,0.4909,0.2125,0.5331,0.875,0.4377,0.9609,5,7,True
T01046,K01708,C0080,0.4717,0.6469,0.9016,0.6667,0.6273,0.9226,5,7,True
T01047,K02144,C0119,0.4746,0.2145,0.4313,0.875,0.4456,0.9477,4,8,False
T01048,K01551,C0063,0.6338,0.6363,0.4542,0.8333,0.5504,0.8902,5,8,True
T01049,K02405,C0114,0.7458,0.6952,0.8499,1.0,0.3236,0.8395,8,9,False
T01050,K01817,C0113,0.4418,0.2836,0.3445,0.5,0.646,0.9862,4,5,False
T01051,K01870,C0110,0.2172,0.1305,0.4145,0.1667,0.2097,0.8927,3,4,True
T01052,K01937,C0112,0.7432,0.5732,0.8901,1.0,0.39,0.9494,6,9,False
T01053,K01752,C0019,0.845,0.4934,0.7342,1.0,0.6336,0.9363,7,8,False
T01054,K02127,C0067,0.7335,0.4251,0.5312,1.0,0.5637,0.8708,6,7,True
T01055,K01647,C0049,0.6133,0.5883,0.9237,1.0,0.642,0.9015,7,10,False
T01056,K01879,C0025,0.6742,0.6041,0.8498,0.8333,0.6046,0.9779,5,9,False
T01057,K02002,C0097,0.8173,0.63,0.6982,0.875,0.6437,0.8113,8,7,True
T01058,K02098,C0088,0.3348,0.3948,0.4978,1.0,0.5919,0.9191,5,9,False
T01059,K02375,C0040,0.4591,0.5901,0.8112,0.6667,0.176,0.9537,6,7,False
T01060,K02424,C0114,0.7123,0.4412,0.1958,0.6667,0.2468,0.9556,5,6,False
T01061,K02233,C0005,0.4963,0.4171,0.7871,0.75,0.1123,0.9848,4,8,False
T01062,K01547,C0002,0.6301,0.4233,0.5696,1.0,0.622,0.9498,6,8,False
T01063,K01900,C0007,0.7585,0.3245,0.1729,1.0,0.5627,0.8748,4,6,False
T01064,K01811,C0116,0.7991,0.5605,0.4537,1.0,0.3323,0.8358,6,9,False
T01065,K02353,C0077,0.8597,0.545,0.3638,1.0,0.5528,0.9685,6,7,False
T01066,K02292,C0025,0.3643,0.17,0.2611,0.8333,0.6046,0.9713,2,8,True
T01067,K01725,C0098,0.1961,0.1412,0.5145,0.5,0.2276,0.8771,2,6,True
T01068,K01818,C0085,0.7071,0.5738,0.4069,1.0,0.7735,0.8973,5,8,False
T01069,K01997,C0073,0.5657,0.4014,0.4571,0.8333,0.4377,0.9583,5,7,False
T01070,K01824,C0010,0.7067,0.6721,0.7379,1.0,0.4837,0.7725,7,9,False
T01071,K01771,C0104,0.52,0.2361,0.3267,0.6667,0.5871,0.9135,2,6,True
T01072,K01758,C0036,0.834,0.4593,0.7921,0.8333,0.5764,0.942,7,8,False
T01073,K02350,C0103,0.8235,0.652,0.6599,1.0,0.7432,0.893,5,10,False
T01074,K02347,C0087,0.5503,0.5232,0.9238,0.75,0.5538,0.975,6,8,False
T01075,K02072,C0094,0.634,0.3001,0.5877,0.8333,0.3683,0.8612,5,8,False
T01076,K02070,C0074,0.6287,0.6376,0.9109,1.0,0.3355,0.9666,6,9,False
T01077,K01605,C0024,0.7468,0.4615,0.2924,0.8333,0.7065,0.9064,4,7,False
T01078,K02397,C0084,0.6569,0.2588,0.7944,1.0,0.3213,0.9876,5,8,False
T01079,K01512,C0065,0.7325,0.6207,0.9303,1.0,0.1039,0.9201,7,9,False
T01080,K02266,C0117,0.4136,0.4765,0.6257,1.0,0.4618,0.9143,4,8,True
T01081,K01657,C0095,0.6622,0.5062,0.558,0.8333,0.2194,0.9319,5,8,False
T01082,K01746,C0119,0.6781,0.5181,0.7358,1.0,0.4453,0.9366,5,9,False
T01083,K02438,C0102,0.5454,0.6135,0.7103,0.875,0.7671,0.8938,6,8,False
T01084,K01963,C0084,0.6018,0.4521,0.3064,1.0,0.4192,0.8536,4,7,True
T01085,K02334,C0108,0.5326,0.4646,0.4069,1.0,0.3287,0.967,4,8,False
T01086,K02039,C0061,0.0,0.2197,0.8996,0.0,0.6086,0.8922,3,2,False
T01087,K02089,C0047,0.7333,0.5926,0.5247,0.8333,0.5118,0.9815,6,6,False
T01088,K02141,C0052,0.7951,0.7361,0.7657,1.0,0.4897,0.8731,6,8,False
T01089,K02261,C0059,0.758,0.6819,0.7142,1.0,0.6274,0.8697,7,8,False
T01090,K02095,C0002,0.8298,0.6199,0.8193,1.0,0.6233,0.8992,7,10,False
T01091,K02046,C0016,0.4845,0.4668,0.654,1.0,0.6363,0.9545,6,7,False
T01092,K01809,C0069,0.6061,0.4247,0.2818,1.0,0.3378,0.894,5,7,True
T01093,K01998,C0108,0.7481,0.4382,0.0895,0.75,0.3287,0.9396,5,5,True
T01094,K02029,C0074,0.6127,0.4503,0.5077,1.0,0.3355,0.9147,6,10,False
T01095,K01952,C0101,0.9161,0.8065,0.7675,1.0,0.5686,0.9647,8,9,False
T01096,K01548,C0017,0.1592,0.1311,0.4623,0.3333,0.1497,0.9694,3,5,False
T01097,K01748,C0098,0.4653,0.4835,0.8119,1.0,0.6656,0.8955,6,9,False
T01098,K02289,C0022,0.3595,0.3903,0.5266,1.0,0.5947,0.6733,5,9,False
T01099,K01941,C0116,0.6151,0.6449,0.8829,1.0,0.3323,0.9172,6,9,False
T01100,K01938,C0006,0.8761,0.6785,0.7662,1.0,0.6363,0.9365,7,7,False
T01101,K02088,C0028,0.7119,0.6835,0.5444,0.375,0.735,0.9817,7,5,False
T01102,K01792,C0088,0.5758,0.3014,0.3438,0.75,0.5845,0.9277,3,5,True
T01103,K01995,C0048,0.7947,0.6663,0.4815,0.8333,0.4966,0.9284,6,6,False
T01104,K01579,C0114,0.6419,0.4554,0.5695,1.0,0.2468,0.9323,5,9,False
T01105,K02003,C0116,0.4163,0.3479,0.3911,1.0,0.3323,0.8729,4,8,True
T01106,K01935,C0072,0.3807,0.5093,0.693,1.0,0.5483,0.8718,5,7,False
T01107,K01766,C0043,0.369,0.3097,0.4767,1.0,0.5586,0.9608,4,7,True
T01108,K02407,C0103,0.5777,0.4545,0.5536,1.0,0.7432,0.9064,5,8,False
T01109,K02307,C0009,0.729,0.2933,0.5202,1.0,0.761,0.941,4,8,False
T01110,K01864,C0066,0.8461,0.7178,0.9062,0.8333,0.4566,0.7915,7,8,False
T01111,K01629,C0062,0.3212,0.3992,0.5498,0.5,0.2521,0.9506,3,6,False
T01112,K02417,C0017,0.5021,0.3703,0.509,0.5,0.2441,0.9045,6,6,True
T01113,K01650,C0094,0.5508,0.328,0.4499,0.8333,0.3064,0.8705,4,7,False
T01114,K01873,C0103,0.3846,0.1744,0.295,1.0,0.7432,0.7641,3,7,False
T01115,K01988,C0053,0.6882,0.53,0.5558,0.75,0.6641,0.9418,6,6,False
T01116,K01878,C0047,0.3454,0.3419,0.709,0.75,0.5552,0.879,4,6,False
T01117,K02428,C0058,0.6405,0.4205,0.8738,0.8333,0.8374,0.9325,5,7,False
T01118,K01690,C0015,0.636,0.5208,0.5878,0.8333,0.581,0.9083,5,7,True
T01119,K02323,C0070,0.6326,0.3944,0.4531,0.75,0.4244,0.9124,4,7,False
T01120,K01634,C0094,0.6535,0.5706,0.8734,1.0,0.3683,0.8513,7,9,False
T01121,K02222,C0045,0.907,0.682,0.5395,1.0,0.7126,0.9297,7,9,False
T01122,K02187,C0047,0.51,0.3243,0.6232,0.5,0.5118,0.9452,5,5,True
T01123,K02040,C0099,0.5098,0.3872,0.2677,0.75,0.4377,0.9431,4,5,False
T01124,K01761,C0072,0.4894,0.235,0.4621,1.0,0.4228,0.9417,3,8,False
T01125,K01788,C0070,0.6324,0.5538,0.4794,1.0,0.4244,0.9037,5,7,False
T01126,K02318,C0024,0.312,0.256,0.9361,0.75,0.7065,0.8127,3,6,True
T01127,K01671,C0114,0.7316,0.8116,0.7851,1.0,0.2468,0.9237,8,8,False
T01128,K02063,C0049,0.738,0.4432,0.5456,1.0,0.642,0.9202,5,8,True
T01129,K01643,C0051,0.973,0.6016,0.5436,1.0,0.6798,0.8885,5,8,False
T01130,K02037,C0101,1.0,0.8206,0.574,1.0,0.5686,0.9268,7,8,False
T01131,K01712,C0094,0.8133,0.4643,0.8142,1.0,0.3683,0.8957,6,9,False
T01132,K01914,C0111,0.5669,0.6563,0.9009,1.0,0.6158,0.9741,7,9,True
T01133,K01641,C0019,0.7343,0.6861,0.5559,1.0,0.5798,0.9073,7,8,True
T01134,K02204,C0059,0.4015,0.3888,0.4269,0.25,0.6274,0.9334,4,4,False
T01135,K01596,C0026,0.5551,0.5891,0.6889,1.0,0.2667,0.9308,5,9,False
T01136,K01917,C0016,0.9103,0.4802,0.3953,0.8333,0.2265,0.9765,6,8,False
T01137,K01850,C0002,0.77,0.6909,0.9348,1.0,0.6233,0.936,6,10,False
T01138,K02392,C0055,0.704,0.4876,0.4297,1.0,0.1492,0.9607,5,7,False
T01139,K02435,C0035,0.7585,0.7029,0.8412,1.0,0.7568,0.8789,7,8,False
T01140,K02169,C0081,0.8426,0.6006,0.5336,1.0,0.6119,0.8563,7,8,True
T01141,K01773,C0050,0.5841,0.644,0.7874,1.0,0.2738,0.9059,5,10,True
T01142,K01563,C0082,0.8531,0.3756,0.5745,1.0,0.5063,0.8982,6,8,False
T01143,K01676,C0058,0.6424,0.3995,0.5882,1.0,0.8374,0.9096,5,7,False
T01144,K02195,C0090,0.7351,0.6261,0.7556,0.875,0.556,0.8632,7,7,False
T01145,K01696,C0084,0.4956,0.5559,0.3682,1.0,0.3056,0.8558,6,8,False
T01146,K02290,C0047,0.9323,0.7057,0.8079,1.0,0.5552,0.9353,8,9,False
T01147,K02243,C0032,1.0,0.4468,0.4402,0.8333,0.7354,0.9043,6,8,False
T01148,K02162,C0116,0.8176,0.6162,0.8244,1.0,0.4339,0.6616,6,9,False
T01149,K01631,C0067,0.693,0.5043,0.5615,1.0,0.5524,0.7441,6,7,False
T01150,K01648,C0034,0.667,0.6595,0.9241,1.0,0.6993,0.8438,6,10,False
T01151,K02165,C0098,1.0,0.7819,0.4021,1.0,0.6656,0.762,7,6,False
T01152,K02312,C0107,0.7046,0.6304,0.8345,1.0,0.4681,0.8342,6,8,False
T01153,K01665,C0019,0.6407,0.5247,0.5229,1.0,0.5798,0.9666,5,10,True
T01154,K02294,C0066,0.3229,0.3036,0.1961,0.6667,0.4566,0.9336,3,5,False
T01155,K01733,C0008,0.8143,0.4004,0.5582,1.0,0.5669,0.8854,5,8,False
T01156,K01561,C0119,0.7959,0.4893,0.6356,1.0,0.4171,0.8039,5,9,False
T01157,K02000,C0106,0.5842,0.4435,0.6076,1.0,0.813,0.9941,6,7,False
T01158,K01827,C0071,0.5338,0.4485,0.6573,0.6667,0.4341,0.927,5,8,False
T01159,K01996,C0101,0.9127,0.4495,0.6988,1.0,0.719,0.8635,5,8,False
T01160,K02390,C0088,0.5376,0.5351,0.5582,0.8333,0.5845,0.7696,6,7,False
T01161,K02062,C0098,0.4954,0.5441,0.7495,0.75,0.7077,0.9306,5,8,False
T01162,K01565,C0097,0.4823,0.5437,0.8424,0.875,0.6437,0.8971,6,9,False
T01163,K01916,C0114,0.8543,0.6728,0.3891,1.0,0.3236,0.9115,6,7,False
T01164,K02246,C0097,0.4607,0.3021,0.9232,0.3333,0.6437,0.9011,6,4,False
T01165,K02136,C0050,0.2776,0.234,0.1537,1.0,0.195,0.8437,2,7,True
T01166,K02352,C0068,0.4747,0.3039,0.7307,1.0,0.6102,0.7406,3,9,True
T01167,K02025,C0116,0.5605,0.4519,0.6957,1.0,0.4339,0.8995,5,8,False
T01168,K02122,C0048,0.5737,0.4174,0.6031,0.8333,0.4966,0.8729,5,9,False
T01169,K02320,C0098,0.5764,0.5402,0.6313,1.0,0.6656,0.9627,7,9,False
T01170,K01602,C0039,0.5404,0.4243,0.8868,1.0,0.2504,0.8455,6,10,False
T01171,K02282,C0113,0.8328,0.5611,0.4157,0.75,0.646,0.8049,5,6,False
T01172,K02346,C0055,0.8502,0.6122,0.6472,1.0,0.6411,0.7681,7,7,False
T01173,K01825,C0084,0.5306,0.5939,0.7324,0.875,0.4192,0.9293,6,9,True
T01174,K01790,C0110,0.9627,0.7626,0.7414,0.875,0.7183,0.9362,7,8,False
T01175,K02425,C0117,0.7389,0.6521,0.795,1.0,0.4618,0.9398,7,10,False
T01176,K02066,C0072,0.4601,0.4189,0.498,1.0,0.5483,0.8954,5,7,False
T01177,K01987,C0090,0.5109,0.3327,0.5371,0.6667,0.4987,0.7986,5,6,False
T01178,K02115,C0061,0.8563,0.6659,0.7262,1.0,0.5596,0.9056,6,9,False
T01179,K02130,C0094,0.4899,0.3758,0.5402,1.0,0.3683,0.7082,3,8,True
T01180,K01560,C0114,0.3158,0.1901,0.2267,0.8333,0.2468,0.8284,3,6,True
T01181,K01760,C0085,0.1717,0.3272,0.7923,0.3333,0.2507,0.9176,3,5,False
T01182,K02004,C0099,0.7127,0.505,0.543,1.0,0.4657,0.8615,6,9,False
T01183,K02038,C0040,0.4536,0.4025,0.5772,0.6667,0.6094,0.9723,4,5,True
T01184,K01559,C0009,0.517,0.6014,0.7597,1.0,0.6638,0.8285,6,8,True
T01185,K02225,C0050,0.6486,0.4409,0.4955,1.0,0.195,0.8812,6,10,False
T01186,K01642,C0112,0.7121,0.5281,0.5811,1.0,0.39,0.9687,6,8,False
T01187,K02128,C0062,0.6546,0.2726,0.3043,1.0,0.5727,0.9741,4,7,False
T01188,K02164,C0066,0.5202,0.3044,0.4696,0.6667,0.5472,0.935,4,6,False
T01189,K02245,C0099,0.6708,0.8588,0.8251,1.0,0.4657,0.8676,8,8,False
T01190,K01585,C0007,0.74,0.4776,0.914,1.0,0.6328,0.9031,7,8,True
T01191,K02416,C0114,0.2318,0.2729,0.6115,0.6667,0.1733,0.9751,2,6,True
